"id","ticker","sector","type","update_time"
"1","2303","IOT","上市","2021-06-28 22:33:32"
"2","2330","IOT","上市","2021-06-28 22:33:32"
"3","2344","IOT","上市","2021-06-28 22:33:32"
"4","2351","IOT","上市","2021-06-28 22:33:32"
"5","2369","IOT","上市","2021-06-28 22:33:32"
"6","2388","IOT","上市","2021-06-28 22:33:32"
"7","2401","IOT","上市","2021-06-28 22:33:32"
"8","2454","IOT","上市","2021-06-28 22:33:32"
"9","3014","IOT","上市","2021-06-28 22:33:32"
"10","3035","IOT","上市","2021-06-28 22:33:32"
"11","3094","IOT","上市","2021-06-28 22:33:32"
"12","2357","IOT","上市","2021-06-28 22:33:32"
"13","2376","IOT","上市","2021-06-28 22:33:32"
"14","2377","IOT","上市","2021-06-28 22:33:32"
"15","2382","IOT","上市","2021-06-28 22:33:32"
"16","2395","IOT","上市","2021-06-28 22:33:32"
"17","2465","IOT","上市","2021-06-28 22:33:32"
"18","3002","IOT","上市","2021-06-28 22:33:32"
"19","3022","IOT","上市","2021-06-28 22:33:32"
"20","3046","IOT","上市","2021-06-28 22:33:32"
"21","3057","IOT","上市","2021-06-28 22:33:32"
"22","3231","IOT","上市","2021-06-28 22:33:32"
"23","3416","IOT","上市","2021-06-28 22:33:32"
"24","4938","IOT","上市","2021-06-28 22:33:32"
"25","6166","IOT","上市","2021-06-28 22:33:32"
"26","6579","IOT","上市","2021-06-28 22:33:32"
"27","2412","IOT","上市","2021-06-28 22:33:32"
"28","2419","IOT","上市","2021-06-28 22:33:32"
"29","2485","IOT","上市","2021-06-28 22:33:32"
"30","3025","IOT","上市","2021-06-28 22:33:32"
"31","3027","IOT","上市","2021-06-28 22:33:32"
"32","3045","IOT","上市","2021-06-28 22:33:32"
"33","3062","IOT","上市","2021-06-28 22:33:32"
"34","3596","IOT","上市","2021-06-28 22:33:32"
"35","6142","IOT","上市","2021-06-28 22:33:32"
"36","6216","IOT","上市","2021-06-28 22:33:32"
"37","2439","IOT","上市","2021-06-28 22:33:32"
"38","2455","IOT","上市","2021-06-28 22:33:32"
"39","3419","IOT","上市","2021-06-28 22:33:32"
"40","3682","IOT","上市","2021-06-28 22:33:32"
"41","4904","IOT","上市","2021-06-28 22:33:32"
"42","4977","IOT","上市","2021-06-28 22:33:32"
"43","6136","IOT","上市","2021-06-28 22:33:32"
"44","6152","IOT","上市","2021-06-28 22:33:32"
"45","6416","IOT","上市","2021-06-28 22:33:32"
"46","6442","IOT","上市","2021-06-28 22:33:32"
"47","6674","IOT","上市","2021-06-28 22:33:32"
"48","8011","IOT","上市","2021-06-28 22:33:32"
"49","2312","IOT","上市","2021-06-28 22:33:32"
"50","2317","IOT","上市","2021-06-28 22:33:32"
"51","2360","IOT","上市","2021-06-28 22:33:32"
"52","2373","IOT","上市","2021-06-28 22:33:32"
"53","2404","IOT","上市","2021-06-28 22:33:32"
"54","2423","IOT","上市","2021-06-28 22:33:32"
"55","2433","IOT","上市","2021-06-28 22:33:32"
"56","2461","IOT","上市","2021-06-28 22:33:32"
"57","2464","IOT","上市","2021-06-28 22:33:32"
"58","2482","IOT","上市","2021-06-28 22:33:32"
"59","2495","IOT","上市","2021-06-28 22:33:32"
"60","3018","IOT","上市","2021-06-28 22:33:32"
"61","3030","IOT","上市","2021-06-28 22:33:32"
"62","3450","IOT","上市","2021-06-28 22:33:32"
"63","5225","IOT","上市","2021-06-28 22:33:32"
"64","6192","IOT","上市","2021-06-28 22:33:32"
"65","6196","IOT","上市","2021-06-28 22:33:32"
"66","6215","IOT","上市","2021-06-28 22:33:32"
"67","8201","IOT","上市","2021-06-28 22:33:32"
"68","5284","IOT","上市","2021-06-28 22:33:32"
"69","6184","IOT","上市","2021-06-28 22:33:32"
"70","6464","IOT","上市","2021-06-28 22:33:32"
"71","6641","IOT","上市","2021-06-28 22:33:32"
"72","6670","IOT","上市","2021-06-28 22:33:32"
"73","8033","IOT","上市","2021-06-28 22:33:32"
"74","8422","IOT","上市","2021-06-28 22:33:32"
"75","8473","IOT","上市","2021-06-28 22:33:32"
"76","8499","IOT","上市","2021-06-28 22:33:32"
"77","9911","IOT","上市","2021-06-28 22:33:32"
"78","9914","IOT","上市","2021-06-28 22:33:32"
"79","9917","IOT","上市","2021-06-28 22:33:32"
"80","9919","IOT","上市","2021-06-28 22:33:32"
"81","9924","IOT","上市","2021-06-28 22:33:32"
"82","9925","IOT","上市","2021-06-28 22:33:32"
"83","9933","IOT","上市","2021-06-28 22:33:32"
"84","9935","IOT","上市","2021-06-28 22:33:32"
"85","9939","IOT","上市","2021-06-28 22:33:32"
"86","9940","IOT","上市","2021-06-28 22:33:32"
"87","912000","IOT","上市","2021-06-28 22:33:32"
"88","6706","IOT","上市","2021-06-28 22:33:32"
"89","4576","IOT","上市","2021-06-28 22:33:32"
"90","5283","IOT","上市","2021-06-28 22:33:32"
"91","6672","IOT","上市","2021-06-28 22:33:32"
"92","3563","IOT","上市","2021-06-28 22:33:32"
"93","6669","IOT","上市","2021-06-28 22:33:32"
"94","8104","IOT","上市","2021-06-28 22:33:32"
"95","4967","IOT","上市","2021-06-28 22:33:32"
"96","2314","IOT","上市","2021-06-28 22:33:32"
"97","2321","IOT","上市","2021-06-28 22:33:32"
"98","2332","IOT","上市","2021-06-28 22:33:32"
"99","2345","IOT","上市","2021-06-28 22:33:32"
"100","2444","IOT","上市","2021-06-28 22:33:32"
"101","2498","IOT","上市","2021-06-28 22:33:32"
"102","3047","IOT","上市","2021-06-28 22:33:32"
"103","3380","IOT","上市","2021-06-28 22:33:32"
"104","3694","IOT","上市","2021-06-28 22:33:32"
"105","3704","IOT","上市","2021-06-28 22:33:32"
"106","4906","IOT","上市","2021-06-28 22:33:32"
"107","5388","IOT","上市","2021-06-28 22:33:32"
"108","6285","IOT","上市","2021-06-28 22:33:32"
"109","8101","IOT","上市","2021-06-28 22:33:32"
"110","1471","IOT","上市","2021-06-28 22:33:32"
"111","2367","IOT","上市","2021-06-28 22:33:32"
"112","2392","IOT","上市","2021-06-28 22:33:32"
"113","2492","IOT","上市","2021-06-28 22:33:32"
"114","6153","IOT","上市","2021-06-28 22:33:32"
"115","6197","IOT","上市","2021-06-28 22:33:32"
"116","3033","IOT","上市","2021-06-28 22:33:32"
"117","2359","IOT","上市","2021-06-28 22:33:32"
"118","2390","IOT","上市","2021-06-28 22:33:32"
"119","2497","IOT","上市","2021-06-28 22:33:32"
"120","2301","IOT","上市","2021-06-28 22:33:32"
"121","6131","IOT","上市","2021-06-28 22:33:32"
"122","3073","IOT","上市","2021-06-28 22:33:32"
"123","3268","IOT","上市","2021-06-28 22:33:32"
"124","3527","IOT","上市","2021-06-28 22:33:32"
"125","3479","IOT","上市","2021-06-28 22:33:32"
"126","3577","IOT","上市","2021-06-28 22:33:32"
"127","3652","IOT","上市","2021-06-28 22:33:32"
"128","5490","IOT","上市","2021-06-28 22:33:32"
"129","6160","IOT","上市","2021-06-28 22:33:32"
"130","6188","IOT","上市","2021-06-28 22:33:32"
"131","8050","IOT","上市","2021-06-28 22:33:32"
"132","3081","IOT","上市","2021-06-28 22:33:32"
"133","3152","IOT","上市","2021-06-28 22:33:32"
"134","3221","IOT","上市","2021-06-28 22:33:32"
"135","3672","IOT","上市","2021-06-28 22:33:32"
"136","6170","IOT","上市","2021-06-28 22:33:32"
"137","6190","IOT","上市","2021-06-28 22:33:32"
"138","6241","IOT","上市","2021-06-28 22:33:32"
"139","6263","IOT","上市","2021-06-28 22:33:32"
"140","8048","IOT","上市","2021-06-28 22:33:32"
"141","3163","IOT","上市","2021-06-28 22:33:32"
"142","3306","IOT","上市","2021-06-28 22:33:32"
"143","3491","IOT","上市","2021-06-28 22:33:32"
"144","3558","IOT","上市","2021-06-28 22:33:32"
"145","3564","IOT","上市","2021-06-28 22:33:32"
"146","3632","IOT","上市","2021-06-28 22:33:32"
"147","4909","IOT","上市","2021-06-28 22:33:32"
"148","4979","IOT","上市","2021-06-28 22:33:32"
"149","6143","IOT","上市","2021-06-28 22:33:32"
"150","6218","IOT","上市","2021-06-28 22:33:32"
"151","6245","IOT","上市","2021-06-28 22:33:32"
"152","6417","IOT","上市","2021-06-28 22:33:32"
"153","6426","IOT","上市","2021-06-28 22:33:32"
"154","6465","IOT","上市","2021-06-28 22:33:32"
"155","6470","IOT","上市","2021-06-28 22:33:32"
"156","6486","IOT","上市","2021-06-28 22:33:32"
"157","6514","IOT","上市","2021-06-28 22:33:32"
"158","6530","IOT","上市","2021-06-28 22:33:32"
"159","6561","IOT","上市","2021-06-28 22:33:32"
"160","6588","IOT","上市","2021-06-28 22:33:32"
"161","8034","IOT","上市","2021-06-28 22:33:32"
"162","8059","IOT","上市","2021-06-28 22:33:32"
"163","3093","IOT","上市","2021-06-28 22:33:32"
"164","3131","IOT","上市","2021-06-28 22:33:32"
"165","3289","IOT","上市","2021-06-28 22:33:32"
"166","3324","IOT","上市","2021-06-28 22:33:32"
"167","3402","IOT","上市","2021-06-28 22:33:32"
"168","3541","IOT","上市","2021-06-28 22:33:32"
"169","5493","IOT","上市","2021-06-28 22:33:32"
"170","6438","IOT","上市","2021-06-28 22:33:32"
"171","8085","IOT","上市","2021-06-28 22:33:32"
"172","8183","IOT","上市","2021-06-28 22:33:32"
"173","2640","IOT","上市","2021-06-28 22:33:32"
"174","5450","IOT","上市","2021-06-28 22:33:32"
"175","6199","IOT","上市","2021-06-28 22:33:32"
"176","8342","IOT","上市","2021-06-28 22:33:32"
"177","8916","IOT","上市","2021-06-28 22:33:32"
"178","6679","IOT","上市","2021-06-28 22:33:32"
"179","6425","IOT","上市","2021-06-28 22:33:32"
"180","6732","IOT","上市","2021-06-28 22:33:32"
"181","6716","IOT","上市","2021-06-28 22:33:32"
"182","3499","IOT","上市","2021-06-28 22:33:32"
"183","3684","IOT","上市","2021-06-28 22:33:32"
"184","4903","IOT","上市","2021-06-28 22:33:32"
"185","5353","IOT","上市","2021-06-28 22:33:32"
"186","6109","IOT","上市","2021-06-28 22:33:32"
"187","6163","IOT","上市","2021-06-28 22:33:32"
"188","8097","IOT","上市","2021-06-28 22:33:32"
"189","8176","IOT","上市","2021-06-28 22:33:32"
"190","3710","IOT","上市","2021-06-28 22:33:32"
"191","5345","IOT","上市","2021-06-28 22:33:32"
"192","6284","IOT","上市","2021-06-28 22:33:32"
"193","5209","IOT","上市","2021-06-28 22:33:32"
"194","8099","IOT","上市","2021-06-28 22:33:32"
"195","4995","IOT","上市","2021-06-28 22:33:32"
"196","6697","IOT","上市","2021-06-28 22:33:32"
"197","6642","IOT","上市","2021-06-28 22:33:32"
"198","6680","IOT","上市","2021-06-28 22:33:32"
"199","6516","IOT","上市","2021-06-28 22:33:32"
"200","6643","IOT","上市","2021-06-28 22:33:32"
"201","3597","IOT","上市","2021-06-28 22:33:32"
"202","3268","IOT","上櫃","2021-06-28 22:33:32"
"203","3527","IOT","上櫃","2021-06-28 22:33:32"
"204","3479","IOT","上櫃","2021-06-28 22:33:32"
"205","3577","IOT","上櫃","2021-06-28 22:33:32"
"206","3652","IOT","上櫃","2021-06-28 22:33:32"
"207","5490","IOT","上櫃","2021-06-28 22:33:32"
"208","6160","IOT","上櫃","2021-06-28 22:33:32"
"209","6188","IOT","上櫃","2021-06-28 22:33:32"
"210","8050","IOT","上櫃","2021-06-28 22:33:32"
"211","3081","IOT","上櫃","2021-06-28 22:33:32"
"212","3152","IOT","上櫃","2021-06-28 22:33:32"
"213","3221","IOT","上櫃","2021-06-28 22:33:32"
"214","3672","IOT","上櫃","2021-06-28 22:33:32"
"215","6170","IOT","上櫃","2021-06-28 22:33:32"
"216","6190","IOT","上櫃","2021-06-28 22:33:32"
"217","6241","IOT","上櫃","2021-06-28 22:33:32"
"218","6263","IOT","上櫃","2021-06-28 22:33:32"
"219","8048","IOT","上櫃","2021-06-28 22:33:32"
"220","3163","IOT","上櫃","2021-06-28 22:33:32"
"221","3306","IOT","上櫃","2021-06-28 22:33:32"
"222","3491","IOT","上櫃","2021-06-28 22:33:32"
"223","3558","IOT","上櫃","2021-06-28 22:33:32"
"224","3564","IOT","上櫃","2021-06-28 22:33:32"
"225","3632","IOT","上櫃","2021-06-28 22:33:32"
"226","4909","IOT","上櫃","2021-06-28 22:33:32"
"227","4979","IOT","上櫃","2021-06-28 22:33:32"
"228","6143","IOT","上櫃","2021-06-28 22:33:32"
"229","6218","IOT","上櫃","2021-06-28 22:33:32"
"230","6245","IOT","上櫃","2021-06-28 22:33:32"
"231","6417","IOT","上櫃","2021-06-28 22:33:32"
"232","6426","IOT","上櫃","2021-06-28 22:33:32"
"233","6465","IOT","上櫃","2021-06-28 22:33:32"
"234","6470","IOT","上櫃","2021-06-28 22:33:32"
"235","6486","IOT","上櫃","2021-06-28 22:33:32"
"236","6514","IOT","上櫃","2021-06-28 22:33:32"
"237","6530","IOT","上櫃","2021-06-28 22:33:32"
"238","6561","IOT","上櫃","2021-06-28 22:33:32"
"239","6588","IOT","上櫃","2021-06-28 22:33:32"
"240","8034","IOT","上櫃","2021-06-28 22:33:32"
"241","8059","IOT","上櫃","2021-06-28 22:33:32"
"242","3093","IOT","上櫃","2021-06-28 22:33:32"
"243","3131","IOT","上櫃","2021-06-28 22:33:32"
"244","3289","IOT","上櫃","2021-06-28 22:33:32"
"245","3324","IOT","上櫃","2021-06-28 22:33:32"
"246","3402","IOT","上櫃","2021-06-28 22:33:32"
"247","3541","IOT","上櫃","2021-06-28 22:33:32"
"248","5493","IOT","上櫃","2021-06-28 22:33:32"
"249","6438","IOT","上櫃","2021-06-28 22:33:32"
"250","8085","IOT","上櫃","2021-06-28 22:33:32"
"251","8183","IOT","上櫃","2021-06-28 22:33:32"
"252","2640","IOT","上櫃","2021-06-28 22:33:32"
"253","5450","IOT","上櫃","2021-06-28 22:33:32"
"254","6199","IOT","上櫃","2021-06-28 22:33:32"
"255","8342","IOT","上櫃","2021-06-28 22:33:32"
"256","8916","IOT","上櫃","2021-06-28 22:33:32"
"257","6679","IOT","上櫃","2021-06-28 22:33:32"
"258","6425","IOT","上櫃","2021-06-28 22:33:32"
"259","6732","IOT","上櫃","2021-06-28 22:33:32"
"260","6716","IOT","上櫃","2021-06-28 22:33:32"
"261","3499","IOT","上櫃","2021-06-28 22:33:32"
"262","3684","IOT","上櫃","2021-06-28 22:33:32"
"263","4903","IOT","上櫃","2021-06-28 22:33:32"
"264","5353","IOT","上櫃","2021-06-28 22:33:32"
"265","6109","IOT","上櫃","2021-06-28 22:33:32"
"266","6163","IOT","上櫃","2021-06-28 22:33:32"
"267","8097","IOT","上櫃","2021-06-28 22:33:32"
"268","8176","IOT","上櫃","2021-06-28 22:33:32"
"269","3710","IOT","上櫃","2021-06-28 22:33:32"
"270","5345","IOT","上櫃","2021-06-28 22:33:32"
"271","6284","IOT","上櫃","2021-06-28 22:33:32"
"272","5209","IOT","上櫃","2021-06-28 22:33:32"
"273","8099","IOT","上櫃","2021-06-28 22:33:32"
"274","4995","IOT","上櫃","2021-06-28 22:33:32"
"275","6697","IOT","上櫃","2021-06-28 22:33:32"
"276","6642","IOT","上櫃","2021-06-28 22:33:32"
"277","6680","IOT","上櫃","2021-06-28 22:33:32"
"278","6516","IOT","上櫃","2021-06-28 22:33:32"
"279","6643","IOT","上櫃","2021-06-28 22:33:32"
"280","3597","IOT","上櫃","2021-06-28 22:33:32"
"281","3097","IOT","興櫃","2021-06-28 22:33:32"
"282","8119","IOT","興櫃","2021-06-28 22:33:32"
"283","8045","IOT","興櫃","2021-06-28 22:33:32"
"284","6689","IOT","興櫃","2021-06-28 22:33:32"
"285","5292","IOT","興櫃","2021-06-28 22:33:32"
"286","6728","IOT","興櫃","2021-06-28 22:33:32"
"287","8495","IOT","興櫃","2021-06-28 22:33:32"
"288","6515","IOT","興櫃","2021-06-28 22:33:32"
"289","6735","IOT","興櫃","2021-06-28 22:33:32"
"290","6731","IOT","興櫃","2021-06-28 22:33:32"
"291","6786","IOT","興櫃","2021-06-28 22:33:32"
"292","6752","IOT","興櫃","2021-06-28 22:33:32"
"293","6708","IOT","興櫃","2021-06-28 22:33:32"
"294","3138","IOT","興櫃","2021-06-28 22:33:32"
"295","3391","IOT","興櫃","2021-06-28 22:33:32"
"296","3674","IOT","興櫃","2021-06-28 22:33:32"
"297","6403","IOT","興櫃","2021-06-28 22:33:32"
"298","4980","IOT","興櫃","2021-06-28 22:33:32"
"299","6529","IOT","興櫃","2021-06-28 22:33:32"
"300","6565","IOT","興櫃","2021-06-28 22:33:32"
"301","6648","IOT","興櫃","2021-06-28 22:33:32"
"302","6699","IOT","興櫃","2021-06-28 22:33:32"
"303","4945","IOT","興櫃","2021-06-28 22:33:32"
"304","6728","IOT","興櫃","2021-06-28 22:33:32"
"305","7553","IOT","創櫃","2021-06-28 22:33:32"
"306","7510","IOT","","2021-06-28 22:33:32"
"307","1504","AI","上市","2021-06-28 22:33:32"
"308","1604","AI","上市","2021-06-28 22:33:32"
"309","1605","AI","上市","2021-06-28 22:33:32"
"310","2049","AI","上市","2021-06-28 22:33:32"
"311","2201","AI","上市","2021-06-28 22:33:32"
"312","2207","AI","上市","2021-06-28 22:33:32"
"313","2301","AI","上市","2021-06-28 22:33:32"
"314","2317","AI","上市","2021-06-28 22:33:32"
"315","2321","AI","上市","2021-06-28 22:33:32"
"316","2324","AI","上市","2021-06-28 22:33:32"
"317","2331","AI","上市","2021-06-28 22:33:32"
"318","2332","AI","上市","2021-06-28 22:33:32"
"319","2344","AI","上市","2021-06-28 22:33:32"
"320","2345","AI","上市","2021-06-28 22:33:32"
"321","2347","AI","上市","2021-06-28 22:33:32"
"322","2352","AI","上市","2021-06-28 22:33:32"
